total_usage,low_pred
10,15.101712348569558
26,9.446666666666667
5,20.741093073593078
23,16.72392857142857
14,16.72392857142857
7,11.675852958261128
1,11.675852958261128
6,7.444310897435898
10.5,7.444310897435898
11,7.444310897435898
3,11.675852958261128
20,7.444310897435898
10,11.675852958261128
26.5,6.977339743589743
27.5,5.312142857142857
13,7.876666666666667
1,5.328571428571429
4,3.76223181267238
1.5,0.09306277056277237
0,3.76223181267238
0,0.09306277056277237
0,0.09306277056277237
0,3.76223181267238
7,8.466797082415198
10,8.466797082415198
1.5,1.7903635090399803
10,8.466797082415198
16,2.48497557997558
6,11.675852958261128
20,11.675852958261128
19.5,8.060238726790454
15,8.060238726790454
0,8.060238726790454
4,8.060238726790454
1,1.917602495543673
10,1.917602495543673
3,1.917602495543673
4,12.439423076923077
9.5,8.060238726790454
8,8.060238726790454
12,12.439423076923077
19,12.439423076923077
27,12.439423076923077
5,12.439423076923077
4,3.8509188034188044
1.5,3.817105672105672
3,3.817105672105672
1,2.408055555555556
1,3.817105672105672
0,0.12857133204959492
0,0.15138957403343173
0,0.15138957403343173
0,0.12857133204959492
0,0.15138957403343173
0,0.15138957403343173
1,0.12857133204959492
0.5,0.15138957403343173
0,0.15138957403343173
0,0.12857133204959492
0,0.12857133204959492
0,0.12857133204959492
0,0.12857133204959492
0,0.15138957403343173
0,0.12857133204959492
0,0.12857133204959492
1.5,7.23979797979798
0,5.736666666666666
1,1.1477697239413995
1,1.1477697239413995
1,1.9880450937950953
0,1.1477697239413995
1,1.9880450937950953
0,1.9880450937950953
4,1.9880450937950953
2,1.9880450937950953
0.5,1.1477697239413995
5,1.1477697239413995
21,11.171868874933647
5.5,5.358333333333333
3.5,4.125246975246975
8,4.125246975246975
29,10.216666666666667
3,3.3036768390813593
6,3.3036768390813593
11,9.555223118814505
8,9.555223118814505
2.5,3.3036768390813593
1.5,3.3036768390813593
6.5,3.3036768390813593
2.5,3.3036768390813593
5,9.555223118814505
12,9.555223118814505
5,3.3036768390813593
16,8.14866109696755
11.5,3.862074102004023
8,19.195
6,4.667095452003666
24,4.667095452003666
1,4.667095452003666
12,6.714746486638447
2,6.714746486638447
7.5,4.667095452003666
0,6.714746486638447
3.5,10.114900691280265
8,11.870727830873008
25.5,10.114900691280265
6,11.870727830873008
7.5,10.114900691280265
12,11.870727830873008
5.5,10.114900691280265
10,10.114900691280265
12,10.114900691280265
18,11.870727830873008
2.5,10.114900691280265
4,10.114900691280265
6,10.114900691280265
22,2.3141418449521916
1.5,3.3036768390813593
0,2.3141418449521916
0,3.3036768390813593
0,3.3036768390813593
0,2.3141418449521916
0,0.17333333333333406
2,0.17333333333333406
0,0.7852138547726801
2,0.7852138547726801
0,0.7852138547726801
3.5,7.025630579005058
6,9.555223118814505
12,7.909104826977672
11,9.555223118814505
25,9.555223118814505
4,7.909104826977672
1.5,7.909104826977672
7,7.909104826977672
17,9.555223118814505
21,15.516580086580088
14,15.516580086580088
1.5,3.862074102004023
2,5.3593996975701055
1,5.3593996975701055
3.5,3.862074102004023
2.5,3.862074102004023
0,5.3593996975701055
8.5,5.392083333333334
13.5,5.392083333333334
4,5.3593996975701055
2.5,3.862074102004023
2.5,3.862074102004023
5.5,11
0,3.862074102004023
1.5,3.6249360582181795
1,3.6249360582181795
1,2.3141418449521916
20,11.999100592390068
14.5,9.7014741476274
3,11.999100592390068
8,11.999100592390068
7,9.7014741476274
19.5,3.862074102004023
4.5,3.862074102004023
19.5,9.49953898225957
12,9.555223118814505
8.5,7.909104826977672
16,7.909104826977672
4.5,7.909104826977672
15,7.909104826977672
7.5,7.909104826977672
17,9.555223118814505
2,9.555223118814505
1,7.909104826977672
4,7.909104826977672
2,9.555223118814505
1.5,7.909104826977672
2,7.909104826977672
26.5,13.498313432134228
19,14.922786106866985
7,14.922786106866985
3,13.498313432134228
15,13.498313432134228
22,13.498313432134228
27,14.922786106866985
19.5,13.498313432134228
24,14.922786106866985
17.5,9.17051613523019
25.5,9.17051613523019
5,14.922786106866985
14,14.922786106866985
7,9.17051613523019
11.5,9.17051613523019
10,9.17051613523019
8.5,9.17051613523019
2,9.17051613523019
1,9.17051613523019
0,10.641265794206692
2.5,9.17051613523019
0.5,9.17051613523019
3,10.641265794206692
0.5,9.17051613523019
16.5,23.184761904761906
13.5,6.9374242424242425
4,10.641265794206692
11,10.641265794206692
11.5,6.9374242424242425
25,10.641265794206692
7,6.9374242424242425
3,10.641265794206692
14,7.025630579005058
15,7.025630579005058
26.5,7.025630579005058
4,14.037039627039627
2.5,7.025630579005058
5,7.050982603567744
4,7.025630579005058
25.5,7.025630579005058
22,7.025630579005058
7,7.050982603567744
5.5,7.025630579005058
8.5,7.025630579005058
20.5,5.330239898989899
20,5.330239898989899
2,7.050982603567744
2,5.330239898989899
20,5.330239898989899
1.5,9.997893535901937
6,11.755195063227422
5,11.755195063227422
11,11.755195063227422
7,9.997893535901937
7,11.755195063227422
5,11.755195063227422
9,11.755195063227422
16.5,9.997893535901937
15.5,9.997893535901937
14,9.997893535901937
10,9.997893535901937
12,9.997893535901937
13.5,9.997893535901937
10.5,9.997893535901937
3.5,9.997893535901937
15,11.755195063227422
3.5,9.997893535901937
25.5,9.997893535901937
6.5,9.997893535901937
10,11.755195063227422
19,18.175178571428567
11,18.175178571428567
2,11.755195063227422
6,4.264027777777779
3,9.5875
1,4.264027777777779
0.5,4.264027777777779
9,6.656711123843476
7,4.264027777777779
20,7.832632783882785
12,3.4992773899217404
0,3.4992773899217404
4,7.832632783882785
0,3.4992773899217404
5,7.832632783882785
7,3.4992773899217404
3,7.832632783882785
6,7.832632783882785
4,7.832632783882785
6,7.832632783882785
14.5,3.4992773899217404
4,14.472380952380954
3.5,5.705289995898993
5,9.75794314944315
5,9.75794314944315
0,9.75794314944315
17,5.705289995898993
25,15.671969696969697
23.5,12.669642857142858
17,7.545653235653236
12,7.545653235653236
0.5,1.8599278499278498
1,7.545653235653236
2,1.8599278499278498
0,4.828826728826728
21,9.446944444444444
11,4.309166666666666
0.5,2.3953571428571427
21,3.454554065215831
4,0.2712324929972009
2,3.454554065215831
1,3.454554065215831
4.5,1.5422472848788662
1,1.5422472848788662
1,3.76223181267238
1,1.5422472848788662
0,1.5422472848788662
0.5,1.5422472848788662
1,3.76223181267238
10,3.76223181267238
1,1
6,13.318751553633325
6,3.4083333333333337
9,3.4083333333333337
3.5,3.4083333333333337
13.5,4.029941647597255
1,0.8603685102021028
0,0.8603685102021028
0,0.8603685102021028
0,0.8603685102021028
0,0.8603685102021028
2,1.1147393016311322
2,1.1147393016311322
7,11.85642857142857
1,1.1147393016311322
5,1.1147393016311322
20,6.425714285714287
2,7.88348297831332
1,5.915150166169492
3.5,5.915150166169492
5,7.88348297831332
8.5,5.915150166169492
3.5,5.915150166169492
3,5.915150166169492
9,7.88348297831332
7,5.915150166169492
22,5.915150166169492
3,7.88348297831332
15,7.88348297831332
5,5.915150166169492
21,7.88348297831332
17,5.915150166169492
5,5.915150166169492
11,7.88348297831332
8,16.046666666666663
3.5,2.9287377899877907
11,12.669642857142858
14.5,5.915150166169492
8,7.88348297831332
18,7.88348297831332
2.5,5.915150166169492
5,7.88348297831332
3,7.88348297831332
5,7.88348297831332
3,3.396969696969697
0.5,3.907960094963866
1.5,3.907960094963866
2.5,3.907960094963866
5,8.466797082415198
8,8.466797082415198
15,8.466797082415198
5,8.466797082415198
1.5,3.907960094963866
1,2.48497557997558
0.5,1.7903635090399803
24,3.8428174603174603
1.5,3.8428174603174603
1,5.250479797979798
1,5.250479797979798
5,5.250479797979798
13,7.80785064983848
3,7.80785064983848
0.5,4.121893097947047
8,7.80785064983848
4,4.121893097947047
7,7.80785064983848
7,4.121893097947047
7,7.80785064983848
5.5,4.121893097947047
4.5,4.121893097947047
14,4.121893097947047
2.5,4.121893097947047
0,-2.7533531010703883e-15
0,-2.7533531010703883e-15
0,-2.7533531010703883e-15
4,2.292640692640693
1,2.292640692640693
0,0.8203539086659308
1,0.8203539086659308
0,0.8203539086659308
1,0.8203539086659308
0,0.8203539086659308
12,5.65
2,5.65
1.5,3.4317424242424246
1,0.8203539086659308
2,0.8203539086659308
6,10.003333333333334
4.5,6.2375
15,2.9283333333333337
1,2.9283333333333337
2,1.0407070707070722
4,1.0407070707070722
1,1.0407070707070722
13,1.1147393016311322
2,1.1147393016311322
0,0.9409172166299762
0,0.9409172166299762
0,0.9745023793547304
0,0.9745023793547304
0,0.9409172166299762
0,0.9745023793547304
0,0.9745023793547304
0,0.9745023793547304
0,0.15163419913419968
0,0.9745023793547304
0,0.15163419913419968
0,0.15163419913419968
0,0.15163419913419968
0,0.9745023793547304
0,0.0994962194954466
0,0.9745023793547304
0,0.0994962194954466
0,0.0994962194954466
1,0.6707391714827124
0,0.6707391714827124
0,0.0994962194954466
0,0.6707391714827124
0,0.0994962194954466
0,0.0994962194954466
20.5,0.9409172166299762
2,1.1147393016311322
1,1.1147393016311322
0,1.1147393016311322
0,0.9409172166299762
1,0.9409172166299762
2,0.9409172166299762
0,0.9409172166299762
0,0.9409172166299762
0,1.1147393016311322
0,0.9409172166299762
0,0.9409172166299762
0,0.9409172166299762
0,0.9409172166299762
0,0.9409172166299762
0,0.9745023793547304
10,7.905000000000001
5,0.9745023793547304
0,0.9745023793547304
0,0.9409172166299762
4,0.9745023793547304
1,0.9409172166299762
5,2.688866888880983
2,4.72
1,2.832222222222222
1,2.688866888880983
0,4.086666666666667
0.5,2.688866888880983
0.5,2.688866888880983
1.5,3.3028488288027775
2.5,3.3028488288027775
8,4.43938492063492
6.5,3.3028488288027775
3,4.43938492063492
2.5,3.3028488288027775
8,2.523769841269842
3,3.3028488288027775
2.5,3.4317424242424246
3,2.453327277670717
2,2.453327277670717
0,2.453327277670717
1.5,4.506096491228069
0,1.2046853744682373
2,1.3365688637852968
0.5,1.2046853744682373
2,1.3365688637852968
0,1.2046853744682373
0,1.2046853744682373
3,2.4853577854893656
5,2.4853577854893656
4,2.4853577854893656
0,1.2046853744682373
8,2.4853577854893656
3,2.4853577854893656
0,2.4853577854893656
0,2.4853577854893656
3,2.4853577854893656
2,0.8792153730084766
8,1.2046853744682373
1,2.453327277670717
2,1.2046853744682373
2.5,1.2046853744682373
2,2.453327277670717
2,2.453327277670717
0,1.2046853744682373
0,1.2046853744682373
3,1.3365688637852968
2,1.3365688637852968
0,1.3365688637852968
1,1.3365688637852968
0,1.3365688637852968
0,1.3365688637852968
0,1.3365688637852968
3,1.3365688637852968
11,1.3749999999999998
5.5,4.209848484848484
4.5,6.803293239462315
7.5,6.803293239462315
10,6.803293239462315
6,6.803293239462315
16,6.803293239462315
14,6.714746486638447
3,6.714746486638447
22,6.714746486638447
1,6.803293239462315
1,6.803293239462315
1,6.803293239462315
6,6.803293239462315
7,6.803293239462315
1,6.714746486638447
1,6.714746486638447
14,11.842207792207791
3,10.24573692180001
13,10.24573692180001
9,8.027726596801983
4,10.24573692180001
3.5,8.027726596801983
7,10.24573692180001
8,8.027726596801983
18,10.24573692180001
27.5,8.027726596801983
16,10.24573692180001
5,10.24573692180001
4,10.24573692180001
25.5,8.027726596801983
4,10.24573692180001
21.5,20.63958333333333
7,10.24573692180001
7.5,8.027726596801983
10,10.24573692180001
12,16.520478008833273
2,1.7996359849301036
8,2.44
3,1.7996359849301036
6,3.12
1,4.1713990065206685
0,1.7996359849301036
0,1.4040111473795456
0,0.30910574434140053
1,0.30910574434140053
1,0.30910574434140053
0,0.30910574434140053
0,0.30910574434140053
3,0.30910574434140053
1,0.30910574434140053
4,6.8018335667600365
1,0.30910574434140053
6,6.805476190476189
0,6.805476190476189
0,9.616666666666667
0,1.1147393016311322
0,1.1147393016311322
1,1.1147393016311322
1,1.1147393016311322
0,1.1147393016311322
9,1.1147393016311322
11,9.455
6,8.820668027187553
7,1.1147393016311322
2,1.1147393016311322
5.5,4.157700501253133
5,4.157700501253133
2.5,3.6249360582181795
9,4.421390467726732
22,4.421390467726732
13,3.6249360582181795
11.5,15.568333333333333
24,9.610882352941177
17,13.131071983571985
8,13.131071983571985
4.5,11.590823474126493
0,2.442087437845953
1,0.05346105283605507
0,0.05346105283605507
0,1.0658141036401502e-15
0,1.0658141036401502e-15
0,3.6249360582181795
16,19.889999999999997
5,5.829285714285715
4,5.829285714285715
2.5,3.6249360582181795
2.5,3.6249360582181795
2,3.6249360582181795
11,4.421390467726732
1,4.421390467726732
1,3.6249360582181795
0,4.421390467726732
11,5.3252595637059
0,4.157700501253133
5,5.3252595637059
0.5,4.157700501253133
1,4.157700501253133
29,5.3252595637059
1,4.157700501253133
2,5.3252595637059
10,5.3252595637059
8,5.3252595637059
1,4.157700501253133
2.5,4.157700501253133
6.5,4.157700501253133
8,2.8674999999999997
7,3.6249360582181795
0,2.442087437845953
2,3.302777777777777
6,2.442087437845953
1,0.9226190476190478
1,0.9226190476190478
1.5,0.05346105283605507
21,11.590823474126493
25,23.433333333333334
2.5,3.09
3.5,3.6249360582181795
1,3.6249360582181795
0.5,3.6249360582181795
1,2.14
0,2.14
1,0.05185185185185235
0,0.05185185185185235
1,0.42237484737484865
0,0.42237484737484865
0,0.42237484737484865
0,0.42237484737484865
0,2.341666666666667
1,2.180128205128206
0,0.6846896653398217
19,3.5541666666666663
0.5,3.3036768390813593
0,0.6083333333333335
1,4.440892098500626e-16
0,4.440892098500626e-16
0,4.440892098500626e-16
1,0.30116352425073095
0,0.30116352425073095
2,3.493333333333333
3,3.493333333333333
0,0.30116352425073095
0,1.1940909090909098
0,1.1940909090909098
5,1.1940909090909098
0,4.718333333333333
3,0.5021578455943798
0,0.5021578455943798
5,0.5021578455943798
10,2.2333333333333334
0,1.5166666666666668
0.5,1.1184026492270454
0,1.4210854715202005e-15
0,1.4210854715202005e-15
0,1.4210854715202005e-15
8,1.4367398777692908
4,1.4367398777692908
1,1.4367398777692908
1,1.4367398777692908
1,2.280952380952381
0.5,1.1184026492270454
10,3.8673268398268403
5,3.8673268398268403
2,2.475476190476191
4,8.041774891774892
2,8.041774891774892
2,8.150476190476189
0.5,0.3539285714285719
0,0.3539285714285719
8,0.3539285714285719
1,4.53223581973582
1,1.917602495543673
0.5,9.49953898225957
4,1.056386476197859
7,3.3036768390813593
0,3.3036768390813593
0,1.056386476197859
0,3.3036768390813593
0,1.056386476197859
0,3.3036768390813593
0,1.056386476197859
1,3.3036768390813593
0.5,3.3036768390813593
1,3.3036768390813593
1,1.056386476197859
0,1.056386476197859
0,1.056386476197859
3.5,10.326666666666666
7,1.932295587527052
5.5,1.1184026492270454
2,1.1184026492270454
1,1.932295587527052
0,1.932295587527052
0.5,1.1184026492270454
0,1.1184026492270454
1,1.917602495543673
1,8.359285714285715
1.5,6.77684254439866
13,7.078202954643977
16,7.078202954643977
1,7.078202954643977
21,6.77684254439866
3.5,6.77684254439866
0.5,2.252953339809988
3.5,2.252953339809988
0,2.252953339809988
7,2.7160860484544704
3.5,2.252953339809988
4,2.7160860484544704
1.5,2.252953339809988
2,2.7160860484544704
11,11.026666666666666
13,11.026666666666666
9,6.77684254439866
4,6.77684254439866
5,8.136969696969697
6,6.77684254439866
3.5,6.77684254439866
13,4.853192640692641
7,2.726797924297925
8,4.377142857142857
2,4.08778083028083
0.5,2.252953339809988
0,4.08778083028083
0,2.252953339809988
1,5.62
0.5,5.62
0,0.571374497664822
0,0.571374497664822
0,0.37850352106284396
0,0.37850352106284396
0,0.37850352106284396
0,0.571374497664822
0.5,0.37850352106284396
10,0.571374497664822
1,0.571374497664822
0,1.2790259740259748
2,1.2790259740259748
0,3.371666666666666
15,7.083333333333333
11,7.083333333333333
0,1.2790259740259748
1,0.37850352106284396
2,1.2790259740259748
4,1.2790259740259748
1,13.86722507968705
0.5,2.1669930069930077
2,2.1669930069930077
3.5,6.320833333333333
0.5,0.24988392496586947
1,3.6888115108427835
2,3.6888115108427835
0,3.6888115108427835
2.5,0.24988392496586947
2.5,0.24988392496586947
3,3.6888115108427835
0,0.24988392496586947
6,3.6888115108427835
1,3.6888115108427835
0,0.24988392496586947
1,3.6888115108427835
3,0.6211425133779762
0,0.6211425133779762
0,0.6211425133779762
2,0.6211425133779762
0,0.80952380952381
0,0.80952380952381
0,1.7163391157956394
1,0.4516666666666668
2,0.4516666666666668
1,2.46
11,13.905000000000001
2,7.441965684778185
7,5.912997557997557
5,5.912997557997557
2,5.912997557997557
18,5.912997557997557
4,5.912997557997557
5,4.227774725274726
1,4.842045454545454
0,4.842045454545454
2,4.842045454545454
14,21.08
5,4.199737762237762
3,4.199737762237762
2,4.199737762237762
2,4.199737762237762
5,4.199737762237762
1,4.199737762237762
2,4.199737762237762
1,4.988706293706293
4,4.988706293706293
3,4.988706293706293
13,2.8633333333333337
0.5,7.441965684778185
3.5,9.233333333333334
9.5,18.000833333333333
14,15.788888888888888
11,13.685487986867296
5,13.685487986867296
11,13.685487986867296
8,13.685487986867296
3.5,10.5012422883258
2.5,10.5012422883258
2,13.685487986867296
28,13.685487986867296
25,10.5012422883258
10.5,10.5012422883258
21,7.191071428571428
20,7.191071428571428
7,7.191071428571428
18,3.88
11,10.293642246961213
11,13.685487986867296
9.5,10.5012422883258
10.5,10.5012422883258
21,8.58074074074074
10,13.685487986867296
19,10.5012422883258
11,13.685487986867296
20,10.5012422883258
27,13.685487986867296
21,10.5012422883258
2,10.5012422883258
7.5,10.5012422883258
27,13.685487986867296
5,13.40013888888889
29,7.191071428571428
22.5,10.293642246961213
1,0.492891414141416
0,0.492891414141416
0,0.492891414141416
0,0.492891414141416
0,0.17333333333333406
1,0.7852138547726801
0,0.7537301587301595
0,0.7537301587301595
0,0.7537301587301595
1,0.7537301587301595
2,0.6102166121632087
1,4.008287913193245
0,4.008287913193245
0,0.6102166121632087
0,0.6102166121632087
1,0.6102166121632087
0,0.6102166121632087
0,0.7537301587301595
0,0.7852138547726801
1,1.3008852258852273
2,1.3008852258852273
7.5,7.441965684778185
11,8.14866109696755
25,8.14866109696755
11,7.441965684778185
9,8.14866109696755
2,8.14866109696755
2.5,7.441965684778185
1.5,7.441965684778185
2,8.14866109696755
2.5,7.441965684778185
28,8.14866109696755
5,7.441965684778185
27,8.14866109696755
5,8.14866109696755
0,7.441965684778185
0,8.14866109696755
0,7.441965684778185
0,1.5208961525760638
0,1.5208961525760638
3,1.5208961525760638
3,7.441965684778185
1,7.81580745341615
2,7.81580745341615
2.5,6.492410538731731
9,7.81580745341615
5.5,6.492410538731731
7,7.81580745341615
6,7.81580745341615
8,7.81580745341615
4.5,6.492410538731731
14,7.81580745341615
1.5,6.492410538731731
6,10.055
6,11.604523809523808
3.5,12.785833333333333
2,12.785833333333333
3,4.372222222222222
5,4.372222222222222
1,4.372222222222222
1,4.372222222222222
1,4.372222222222222
5,11.604523809523808
3.5,4.270833333333333
1,16.520478008833273
2.5,12.68667207792208
7.5,12.68667207792208
9,16.520478008833273
5,16.520478008833273
2,16.520478008833273
1,12.68667207792208
13,12.68667207792208
19.5,15.028482142857143
19.5,15.028482142857143
5,15.028482142857143
14,15.028482142857143
10,12.310025252525254
6,12.06309523809524
19,12.06309523809524
21,12.06309523809524
2,12.310025252525254
14,13.131071983571985
13.5,11.8965547883258
21,9.017430551904237
14,14.330535159285159
8,9.017430551904237
0,-2.930988785010413e-15
0,-2.930988785010413e-15
0,-2.930988785010413e-15
0,-2.930988785010413e-15
0,-2.7533531010703883e-15
0,2.292640692640693
0,2.292640692640693
0,0.3770570515655671
0,0.3770570515655671
0,0.3770570515655671
1,0.3770570515655671
1,0.3770570515655671
1,0.3770570515655671
0,0.3770570515655671
1.5,1.1184026492270454
12.5,1.1184026492270454
0,1.932295587527052
0,1.1184026492270454
0,8.849994172494172
20,3.2216666666666667
4,3.2216666666666667
21,3.2216666666666667
4,4.111192279942281
0,4.111192279942281
2,4.111192279942281
8.5,12.313328594077259
5,15.579876789876792
6,15.579876789876792
6,12.313328594077259
28.5,12.313328594077259
1,8.31732052442761
1,12.313328594077259
5.5,12.313328594077259
9.5,12.313328594077259
2,8.31732052442761
18,12.342496305235528
6.5,12.342496305235528
14,14.445488499677285
1.5,12.342496305235528
9,12.342496305235528
18,14.445488499677285
25,14.445488499677285
29.5,12.342496305235528
23.5,12.342496305235528
8.5,12.342496305235528
11.5,12.342496305235528
3,14.445488499677285
0.5,12.342496305235528
3,12.342496305235528
16,14.445488499677285
6,1.7441616049980406
0,1.7441616049980406
1,1.7441616049980406
12,8.466797082415198
1,1.7441616049980406
9,8.041774891774892
1,8.466797082415198
2,8.466797082415198
11,8.466797082415198
0,0.28567321567321624
0,0.28567321567321624
0,0.28567321567321624
0,0.25496173101222863
1.5,5.0739187662605705
4,5.0739187662605705
21,6.166122961290375
8,6.166122961290375
8,6.166122961290375
7,6.166122961290375
2,4.268253968253968
0,1.925
3,4.268253968253968
7,14.107857142857142
8,9.193055555555556
8.5,9.193055555555556
19,9.34329501380972
4,9.34329501380972
9.5,8.393981569900689
27,8.393981569900689
4,9.34329501380972
2.5,8.393981569900689
0.5,8.393981569900689
2,8.393981569900689
0,8.393981569900689
3,3.6235998723498724
1,3.6235998723498724
0,3.3028488288027775
3,3.6235998723498724
0.5,3.3028488288027775
7.5,0.9960317460317466
1,3.6235998723498724
0.5,0.9960317460317466
21,0.14869281045751634
20,1.5208961525760638
1,0.14869281045751634
1,0.7466666666666667
2,0.7466666666666667
6,4.225087013590408
2,4.225087013590408
6,1.5208961525760638
0.5,1.5208961525760638
3,4.225087013590408
1,1.5208961525760638
0.5,1.5208961525760638
0,4.225087013590408
0,1.5208961525760638
0,4.225087013590408
0,1.5208961525760638
1,1.5208961525760638
1,4.225087013590408
7,4.225087013590408
6,4.225087013590408
3,1.5208961525760638
1,1.5208961525760638
4,4.225087013590408
0,4.225087013590408
24,8.387860649391722
7.5,7.143733292235176
22,7.143733292235176
11,7.143733292235176
2,7.143733292235176
4.5,7.143733292235176
7,15.531666666666666
5,10.542892156862745
10,7.143733292235176
1.5,7.143733292235176
1,7.143733292235176
1,7.143733292235176
23,8.387860649391722
1,8.387860649391722
1,8.387860649391722
0.5,7.143733292235176
0,0.192718115218117
0,1.4210854715202005e-15
0,0.192718115218117
0,1.4210854715202005e-15
0,0.192718115218117
0,0.8148809523809522
0,0.192718115218117
7,9.350469395462229
2.5,5.938690248955462
24,9.350469395462229
9,9.350469395462229
7,5.938690248955462
1.5,5.938690248955462
