total_usage,pca_pred
0,2.4351554001554025
24,3.0647286047286086
5,8.876103063603065
0,3.0647286047286086
1,8.876103063603065
1,8.876103063603065
12,2.3834523809523818
9,4.531275748025583
16,9.2097113190415
5,9.2097113190415
33,9.2097113190415
10,9.2097113190415
2.5,4.531275748025583
3,9.2097113190415
1,4.531275748025583
1,0.6288721198156807
0,0.6288721198156807
0,0.6288721198156807
0,0.6288721198156807
2,0.6288721198156807
1,0.6288721198156807
0,0.6288721198156807
8,2.945064102564107
2,5.398333333333333
2,0.6288721198156807
52,653.4816666666667
787,312.9766666666667
6,45.45666666666666
13,30.369999999999997
7,30.369999999999997
0,1.2283714092924658
2.5,2.945064102564107
4,4.845000000000001
0,1.2283714092924658
0,2.945064102564107
4,1.2283714092924658
1,1.2283714092924658
1,0.377857142857145
2,0.8899144883828821
2,0.8899144883828821
0,0.8899144883828821
3,11.911645988420185
0,11.911645988420185
0,0.8899144883828821
0,0.6715735631397436
0,0.6715735631397436
0,0.6715735631397436
0,0.6715735631397436
0,0.6715735631397436
0,0.05576283137154121
0,0.05576283137154121
1,0.6715735631397436
2,0.5432159326181146
0,0.5432159326181146
0.5,0.05576283137154121
0,0.05576283137154121
0,0.8899144883828821
2,0.8899144883828821
0,1.6266851414287185
1,1.6266851414287185
0,0.8899144883828821
1,1.6266851414287185
1,0.8899144883828821
0,0.8899144883828821
0,1.6266851414287185
0,1.6266851414287185
1,1.6266851414287185
0,1.6266851414287185
0,1.6266851414287185
0,0.8899144883828821
0,1.6266851414287185
0,0.8899144883828821
1,1.6266851414287185
0,0.6715735631397436
0,0.6715735631397436
0,0.8899144883828821
0,0.8899144883828821
0,0.6715735631397436
1,0.8899144883828821
1,0.6715735631397436
1.5,0.8899144883828821
1,0.8899144883828821
5.5,0.8899144883828821
2,0.8899144883828821
11,0.6715735631397436
4,0.8899144883828821
2.5,0.8899144883828821
7,1.1035714285714289
3,1.1035714285714289
7,1.1035714285714289
0,9.485000000000001
0.5,2.5782924428512795
0.5,2.5782924428512795
9,9.485000000000001
61,104.07678571428573
5,38.79666666666667
3,2.789630503661882
0,2.789630503661882
1,2.789630503661882
1,2.789630503661882
3,2.789630503661882
