stop_id,stop_name,day,total_usage,num_routes,earliest,latest,num_arrivals,arrival_diff,stop_type
4626,SE Powell & 24th,1,9.5,1,0,1380,61,22.62295081967213,Bus Station
4623,SE Powell & 21st,0,41.0,1,0,1380,72,19.166666666666668,Bus Station
4623,SE Powell & 21st,1,23.0,1,0,1380,61,22.62295081967213,Bus Station
4538,SE Powell & Milwaukie,0,74.0,5,0,1380,169,8.165680473372781,Bus Station
4538,SE Powell & Milwaukie,1,47.5,5,0,1380,148,9.324324324324325,Bus Station
13825,SE 7th & Tilikum Way,0,15.0,4,0,1380,167,8.263473053892216,Bus Station
13825,SE 7th & Tilikum Way,1,6.5,4,0,1380,146,9.452054794520548,Bus Station
3639,SW Madison & 4th,0,265.0,2,0,1380,96,14.375,Bus Station
3639,SW Madison & 4th,1,146.0,2,0,1380,76,18.157894736842106,Bus Station
2594,SE Hawthorne & 6th,0,127.0,2,0,1380,96,14.375,Bus Station
2594,SE Hawthorne & 6th,1,92.5,2,0,1380,76,18.157894736842106,Bus Station
7855,SE 7th & Clay,0,6.0,1,360,1200,22,38.18181818181818,Bus Station
7855,SE 7th & Clay,1,2.0,1,600,1080,12,40.0,Bus Station
7859,SE 7th & Harrison,0,8.0,1,360,1200,22,38.18181818181818,Bus Station
7859,SE 7th & Harrison,1,2.5,1,600,1080,12,40.0,Bus Station
14196,SE 26th & Division,0,12.0,1,360,1200,22,38.18181818181818,Bus Station
14196,SE 26th & Division,1,4.5,1,600,1080,12,40.0,Bus Station
7233,SE 26th & Woodward,0,10.0,1,360,1200,22,38.18181818181818,Bus Station
7233,SE 26th & Woodward,1,1.5,1,600,1080,12,40.0,Bus Station
7226,SE 26th & Kelly,0,33.0,1,360,1200,22,38.18181818181818,Bus Station
7226,SE 26th & Kelly,1,0.0,1,600,1080,12,40.0,Bus Station
7228,SE 26th & Powell,0,44.0,1,360,1200,22,38.18181818181818,Bus Station
7228,SE 26th & Powell,1,4.0,1,600,1080,12,40.0,Bus Station
7230,SE 26th & Rhone,0,6.0,1,360,1200,22,38.18181818181818,Bus Station
7230,SE 26th & Rhone,1,1.0,1,600,1080,12,40.0,Bus Station
7224,SE 26th & Gladstone,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
7224,SE 26th & Gladstone,1,0.5,1,600,1080,12,40.0,Bus Station
1991,SE Gladstone & 28th,0,3.0,1,360,1200,22,38.18181818181818,Bus Station
1991,SE Gladstone & 28th,1,1.5,1,600,1080,12,40.0,Bus Station
7281,SE 28th & Holgate,0,4.0,1,360,1200,22,38.18181818181818,Bus Station
7281,SE 28th & Holgate,1,1.5,1,600,1080,12,40.0,Bus Station
7288,SE 28th & Raymond,0,5.0,1,360,1200,22,38.18181818181818,Bus Station
7288,SE 28th & Raymond,1,2.0,1,600,1080,12,40.0,Bus Station
7293,SE 28th & Steele,0,9.0,1,360,1200,22,38.18181818181818,Bus Station
7293,SE 28th & Steele,1,3.0,1,600,1080,12,40.0,Bus Station
5515,SE Steele & 30th,0,8.0,1,360,1200,22,38.18181818181818,Bus Station
5515,SE Steele & 30th,1,5.0,1,600,1080,12,40.0,Bus Station
5519,SE Steele & 33rd,0,3.0,1,360,1200,22,38.18181818181818,Bus Station
5519,SE Steele & 33rd,1,2.0,1,600,1080,12,40.0,Bus Station
5520,SE Steele & 35th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
5520,SE Steele & 35th,1,0.5,1,600,1080,12,40.0,Bus Station
5522,SE Steele & 36th Pl,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
5522,SE Steele & 36th Pl,1,0.0,1,600,1080,12,40.0,Bus Station
5524,SE Steele & Cesar Chavez Blvd,0,7.0,1,360,1200,22,38.18181818181818,Bus Station
5524,SE Steele & Cesar Chavez Blvd,1,4.0,1,600,1080,12,40.0,Bus Station
5526,SE Steele & 41st,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
5526,SE Steele & 41st,1,1.0,1,600,1080,12,40.0,Bus Station
5529,SE Steele & 44th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
5529,SE Steele & 44th,1,0.5,1,600,1080,12,40.0,Bus Station
5531,SE Steele & 47th,0,3.0,1,360,1200,22,38.18181818181818,Bus Station
5531,SE Steele & 47th,1,0.5,1,600,1080,12,40.0,Bus Station
5532,SE Steele & 50th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
5532,SE Steele & 50th,1,1.0,1,600,1080,12,40.0,Bus Station
7716,SE 52nd & Steele,0,17.0,2,360,1380,66,15.454545454545455,Bus Station
7716,SE 52nd & Steele,1,5.0,2,480,1320,43,19.53488372093023,Bus Station
2542,SE Harold & 54th,0,2.0,1,360,1200,22,38.18181818181818,Bus Station
2542,SE Harold & 54th,1,1.5,1,600,1080,12,40.0,Bus Station
2544,SE Harold & 57th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2544,SE Harold & 57th,1,0.0,1,600,1080,12,40.0,Bus Station
2546,SE Harold & 60th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2546,SE Harold & 60th,1,0.5,1,600,1080,12,40.0,Bus Station
2548,SE Harold & 62nd,0,2.0,1,360,1200,22,38.18181818181818,Bus Station
2548,SE Harold & 62nd,1,1.0,1,600,1080,12,40.0,Bus Station
2550,SE Harold & 65th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2550,SE Harold & 65th,1,0.5,1,600,1080,12,40.0,Bus Station
2551,SE Harold & 67th,0,2.0,1,360,1200,22,38.18181818181818,Bus Station
2551,SE Harold & 67th,1,1.0,1,600,1080,12,40.0,Bus Station
2552,SE Harold & 69th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2552,SE Harold & 69th,1,0.5,1,600,1080,12,40.0,Bus Station
2555,SE Harold & 72nd,0,4.0,1,360,1200,22,38.18181818181818,Bus Station
2555,SE Harold & 72nd,1,3.5,1,600,1080,12,40.0,Bus Station
2557,SE Harold & 74th,0,2.0,1,360,1200,22,38.18181818181818,Bus Station
2557,SE Harold & 74th,1,0.0,1,600,1080,12,40.0,Bus Station
2561,SE Harold & 79th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2561,SE Harold & 79th,1,1.0,1,600,1080,12,40.0,Bus Station
1819,SE Foster & 82nd,0,80.0,2,0,1380,96,14.375,Bus Station
1819,SE Foster & 82nd,1,58.0,2,0,1380,76,18.157894736842106,Bus Station
1597,SE Ellis & Foster,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
1597,SE Ellis & Foster,1,0.5,1,600,1080,12,40.0,Bus Station
1600,SE Ellis & 86th Ct,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
1600,SE Ellis & 86th Ct,1,0.0,1,600,1080,12,40.0,Bus Station
1602,SE Ellis & 89th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
1602,SE Ellis & 89th,1,0.0,1,600,1080,12,40.0,Bus Station
1604,SE Ellis & 92nd,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
1604,SE Ellis & 92nd,1,0.0,1,600,1080,12,40.0,Bus Station
2512,SE Harold & 92nd,0,6.0,1,360,1200,22,38.18181818181818,Bus Station
2512,SE Harold & 92nd,1,1.0,1,600,1080,12,40.0,Bus Station
2564,SE Harold & 97th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2564,SE Harold & 97th,1,0.0,1,600,1080,12,40.0,Bus Station
2517,SE Harold & 101st,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2517,SE Harold & 101st,1,0.0,1,600,1080,12,40.0,Bus Station
2518,SE Harold & 103rd,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
2518,SE Harold & 103rd,1,0.0,1,600,1080,12,40.0,Bus Station
14578,SE Harold & 104th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
14578,SE Harold & 104th,1,0.0,1,600,1080,12,40.0,Bus Station
2522,SE Harold & 109th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
2522,SE Harold & 109th,1,0.0,1,600,1080,12,40.0,Bus Station
2524,SE Harold & 111th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
2524,SE Harold & 111th,1,0.0,1,600,1080,12,40.0,Bus Station
2526,SE Harold & 113th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2526,SE Harold & 113th,1,0.0,1,600,1080,12,40.0,Bus Station
2528,SE Harold & 115th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
2528,SE Harold & 115th,1,0.0,1,600,1140,12,45.0,Bus Station
2530,SE Harold & 118th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
2530,SE Harold & 118th,1,0.0,1,600,1140,12,45.0,Bus Station
2534,SE Harold & 122nd,0,5.0,1,360,1200,22,38.18181818181818,Bus Station
2534,SE Harold & 122nd,1,2.0,1,600,1140,12,45.0,Bus Station
2505,12400 Block SE Harold,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
2505,12400 Block SE Harold,1,0.0,1,600,1140,12,45.0,Bus Station
2537,SE Harold & 128th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
2537,SE Harold & 128th,1,0.0,1,600,1140,12,45.0,Bus Station
13244,SE Harold & 130th,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
13244,SE Harold & 130th,1,0.0,1,600,1140,12,45.0,Bus Station
11029,SE Harold & 133rd,0,0.0,1,360,1200,22,38.18181818181818,Bus Station
11029,SE Harold & 133rd,1,0.0,1,600,1140,12,45.0,Bus Station
2539,SE Harold & 136th,0,1.0,1,360,1200,22,38.18181818181818,Bus Station
2539,SE Harold & 136th,1,0.5,1,600,1140,12,45.0,Bus Station
6730,SE 136th & Ramona,0,3.0,2,300,1260,53,18.11320754716981,Bus Station
6730,SE 136th & Ramona,1,1.0,2,300,1260,43,22.325581395348838,Bus Station
13245,SE 136th & Foster,0,4.0,2,300,1260,53,18.11320754716981,Bus Station
13245,SE 136th & Foster,1,1.5,2,300,1260,43,22.325581395348838,Bus Station
1791,SE Foster & 134th,0,6.0,2,300,1260,53,18.11320754716981,Bus Station
1791,SE Foster & 134th,1,3.0,2,300,1260,43,22.325581395348838,Bus Station
1769,13100 Block SE Foster,0,3.0,2,300,1260,53,18.11320754716981,Bus Station
1769,13100 Block SE Foster,1,1.5,2,300,1260,43,22.325581395348838,Bus Station
1789,SE Foster & 128th,0,6.0,2,300,1260,53,18.11320754716981,Bus Station
1789,SE Foster & 128th,1,3.5,2,300,1260,43,22.325581395348838,Bus Station
1787,SE Foster & 122nd,0,30.0,3,0,1380,121,11.40495867768595,Bus Station
1787,SE Foster & 122nd,1,21.0,3,0,1380,93,14.838709677419354,Bus Station
13032,SE Foster & 120th,0,4.0,3,0,1380,121,11.40495867768595,Bus Station
13032,SE Foster & 120th,1,1.5,3,0,1380,93,14.838709677419354,Bus Station
1774,11600 Block SE Foster,0,11.0,3,0,1380,121,11.40495867768595,Bus Station
1774,11600 Block SE Foster,1,3.5,3,0,1380,93,14.838709677419354,Bus Station
1785,SE Foster & 111th,0,8.0,3,0,1380,121,11.40495867768595,Bus Station
1785,SE Foster & 111th,1,7.0,3,0,1380,93,14.838709677419354,Bus Station
1783,SE Foster & 107th,0,1.0,3,0,1380,121,11.40495867768595,Bus Station
1783,SE Foster & 107th,1,0.5,3,0,1380,93,14.838709677419354,Bus Station
1781,SE Foster & 103rd,0,4.0,3,0,1380,121,11.40495867768595,Bus Station
1781,SE Foster & 103rd,1,3.5,3,0,1380,93,14.838709677419354,Bus Station
1780,SE Foster & 101st,0,5.0,3,0,1380,121,11.40495867768595,Bus Station
1780,SE Foster & 101st,1,1.5,3,0,1380,93,14.838709677419354,Bus Station
1832,SE Foster & 97th,0,1.0,3,0,1380,121,11.40495867768595,Bus Station
1832,SE Foster & 97th,1,0.5,3,0,1380,93,14.838709677419354,Bus Station
13236,SE Foster & 94th,0,202.0,3,0,1380,125,11.04,Bus Station
13236,SE Foster & 94th,1,148.0,3,0,1380,108,12.777777777777779,Bus Station
6427,SE Woodstock & 92nd,0,48.0,4,0,1380,196,7.040816326530612,Bus Station
6427,SE Woodstock & 92nd,1,28.0,4,0,1380,156,8.846153846153847,Bus Station
6398,SE Woodstock & 94th (I-205 West End),0,19.0,4,0,1380,196,7.040816326530612,Bus Station
6398,SE Woodstock & 94th (I-205 West End),1,18.0,4,0,1380,156,8.846153846153847,Bus Station
1779,SE Foster & 101st,0,17.0,3,240,1380,122,9.344262295081966,Bus Station
1779,SE Foster & 101st,1,11.5,3,300,1380,92,11.73913043478261,Bus Station
1772,SE Foster & 103rd,0,16.0,3,240,1380,122,9.344262295081966,Bus Station
1772,SE Foster & 103rd,1,10.0,3,300,1380,92,11.73913043478261,Bus Station
1782,SE Foster & 107th,0,1.0,3,240,1380,122,9.344262295081966,Bus Station
1782,SE Foster & 107th,1,1.0,3,300,1380,92,11.73913043478261,Bus Station
1784,SE Foster & 111th Dr,0,13.0,3,240,1380,122,9.344262295081966,Bus Station
1784,SE Foster & 111th Dr,1,9.5,3,300,1380,92,11.73913043478261,Bus Station
1773,11600 Block SE Foster,0,15.0,3,240,1380,122,9.344262295081966,Bus Station
1773,11600 Block SE Foster,1,7.0,3,300,1380,92,11.73913043478261,Bus Station
1766,SE Foster & 120th,0,9.0,3,240,1380,122,9.344262295081966,Bus Station
1766,SE Foster & 120th,1,4.5,3,300,1380,92,11.73913043478261,Bus Station
1786,12300 Block SE Foster,0,5.0,2,300,1260,52,18.46153846153846,Bus Station
1786,12300 Block SE Foster,1,1.5,2,300,1260,44,21.818181818181817,Bus Station
1788,SE Foster & 128th,0,8.0,2,300,1260,52,18.46153846153846,Bus Station
1788,SE Foster & 128th,1,4.0,2,300,1260,44,21.818181818181817,Bus Station
1770,SE Foster & 131st,0,2.0,2,300,1260,52,18.46153846153846,Bus Station
1770,SE Foster & 131st,1,1.0,2,300,1260,44,21.818181818181817,Bus Station
1790,SE Foster & 134th,0,8.0,2,300,1260,52,18.46153846153846,Bus Station
1790,SE Foster & 134th,1,2.5,2,300,1260,44,21.818181818181817,Bus Station
6723,6000 Block SE 136th,0,6.0,2,300,1260,52,18.46153846153846,Bus Station
6723,6000 Block SE 136th,1,4.0,2,300,1260,44,21.818181818181817,Bus Station
6729,SE 136th & Ramona,0,6.0,2,300,1260,52,18.46153846153846,Bus Station
6729,SE 136th & Ramona,1,1.5,2,300,1260,44,21.818181818181817,Bus Station
2540,SE Harold & 136th,0,42.0,3,240,1380,80,14.25,Bus Station
2540,SE Harold & 136th,1,27.5,3,240,1380,62,18.387096774193548,Bus Station
2510,SE Harold & 133rd,0,4.0,3,240,1380,80,14.25,Bus Station
2510,SE Harold & 133rd,1,2.5,3,240,1380,62,18.387096774193548,Bus Station
2507,12900 Block SE Harold,0,7.0,3,240,1380,80,14.25,Bus Station
2507,12900 Block SE Harold,1,3.5,3,240,1380,62,18.387096774193548,Bus Station
2538,SE Harold & 128th,0,12.0,3,240,1380,80,14.25,Bus Station
2538,SE Harold & 128th,1,8.0,3,240,1380,62,18.387096774193548,Bus Station
2506,12400 Block SE Harold,0,5.0,3,240,1380,80,14.25,Bus Station
2506,12400 Block SE Harold,1,4.0,3,240,1380,62,18.387096774193548,Bus Station
2535,SE Harold & 122nd,0,9.0,1,300,1140,20,42.0,Bus Station
2535,SE Harold & 122nd,1,3.5,1,540,1020,12,40.0,Bus Station
2531,SE Harold & 118th,0,2.0,1,300,1140,20,42.0,Bus Station
2531,SE Harold & 118th,1,0.0,1,540,1020,12,40.0,Bus Station
2529,SE Harold & 115th,0,1.0,1,300,1140,20,42.0,Bus Station
2529,SE Harold & 115th,1,0.5,1,540,1020,12,40.0,Bus Station
2527,SE Harold & 113th,0,1.0,1,300,1140,20,42.0,Bus Station
2527,SE Harold & 113th,1,0.5,1,540,1020,12,40.0,Bus Station
2525,SE Harold & 111th,0,1.0,1,300,1140,20,42.0,Bus Station
2525,SE Harold & 111th,1,1.0,1,540,1020,12,40.0,Bus Station
2523,SE Harold & 109th,0,3.0,1,300,1140,20,42.0,Bus Station
2523,SE Harold & 109th,1,0.5,1,540,1020,12,40.0,Bus Station
13122,SE Harold & 104th,0,8.0,1,300,1140,20,42.0,Bus Station
13122,SE Harold & 104th,1,2.5,1,540,1020,12,40.0,Bus Station
8844,SE Harold & 101st,0,7.0,1,300,1140,20,42.0,Bus Station
8844,SE Harold & 101st,1,1.5,1,540,1020,12,40.0,Bus Station
2565,SE Harold & 97th,0,5.0,1,300,1140,20,42.0,Bus Station
2565,SE Harold & 97th,1,2.5,1,540,1020,12,40.0,Bus Station
2563,SE Harold & 92nd,0,3.0,1,300,1140,20,42.0,Bus Station
2563,SE Harold & 92nd,1,1.0,1,540,1020,12,40.0,Bus Station
13757,SE Ellis & 89th,0,2.0,1,300,1140,20,42.0,Bus Station
13757,SE Ellis & 89th,1,0.5,1,540,1020,12,40.0,Bus Station
1598,SE Ellis & 86th Ave,0,2.0,1,300,1140,20,42.0,Bus Station
1598,SE Ellis & 86th Ave,1,1.0,1,540,1020,12,40.0,Bus Station
1596,SE Ellis & Foster,0,3.0,1,300,1140,20,42.0,Bus Station
1596,SE Ellis & Foster,1,1.5,1,540,1020,12,40.0,Bus Station
1818,SE Foster & 82nd,0,153.0,2,0,1380,94,14.680851063829786,Bus Station
1818,SE Foster & 82nd,1,106.0,2,0,1380,76,18.157894736842106,Bus Station
2562,SE 79th & Harold,0,8.0,1,300,1140,21,40.0,Bus Station
2562,SE 79th & Harold,1,1.5,1,540,1020,12,40.0,Bus Station
2558,SE Harold & 74th,0,2.0,1,300,1140,21,40.0,Bus Station
2558,SE Harold & 74th,1,1.0,1,540,1020,12,40.0,Bus Station
2554,SE Harold & 72nd,0,13.0,1,300,1140,21,40.0,Bus Station
2554,SE Harold & 72nd,1,4.0,1,540,1020,12,40.0,Bus Station
2553,SE Harold & 69th,0,3.0,1,300,1140,21,40.0,Bus Station
2553,SE Harold & 69th,1,1.5,1,540,1020,12,40.0,Bus Station
8404,SE Harold & 67th,0,6.0,1,300,1140,21,40.0,Bus Station
8404,SE Harold & 67th,1,2.0,1,540,1020,12,40.0,Bus Station
8422,SE Harold & 64th,0,7.0,1,300,1140,21,40.0,Bus Station
8422,SE Harold & 64th,1,2.0,1,540,1020,12,40.0,Bus Station
2549,SE Harold & 62nd,0,10.0,1,300,1140,21,40.0,Bus Station
2549,SE Harold & 62nd,1,2.5,1,540,1020,12,40.0,Bus Station
2547,SE Harold & 60th,0,6.0,1,300,1140,21,40.0,Bus Station
2547,SE Harold & 60th,1,2.5,1,540,1020,12,40.0,Bus Station
2545,SE Harold & 57th,0,12.0,1,300,1140,21,40.0,Bus Station
2545,SE Harold & 57th,1,1.0,1,540,1020,12,40.0,Bus Station
2541,SE Harold & 52nd,0,15.0,1,300,1140,21,40.0,Bus Station
2541,SE Harold & 52nd,1,1.5,1,540,1020,12,40.0,Bus Station
5535,SE Steele & 52nd,0,10.0,1,300,1140,21,40.0,Bus Station
5535,SE Steele & 52nd,1,2.0,1,540,1020,12,40.0,Bus Station
5533,SE Steele & 50th,0,5.0,1,300,1140,21,40.0,Bus Station
5533,SE Steele & 50th,1,1.5,1,540,1020,12,40.0,Bus Station
9307,SE Steele & 46th,0,9.0,1,300,1140,21,40.0,Bus Station
9307,SE Steele & 46th,1,2.5,1,540,1020,12,40.0,Bus Station
5530,SE Steele & 44th,0,9.0,1,300,1140,21,40.0,Bus Station
5530,SE Steele & 44th,1,2.0,1,540,1020,12,40.0,Bus Station
5527,SE Steele & 41st,0,7.0,1,300,1140,21,40.0,Bus Station
5527,SE Steele & 41st,1,1.5,1,540,1020,12,40.0,Bus Station
5525,SE Steele & Cesar Chavez Blvd,0,12.0,1,300,1140,21,40.0,Bus Station
5525,SE Steele & Cesar Chavez Blvd,1,3.5,1,540,1020,12,40.0,Bus Station
5523,SE Steele & 36th Pl,0,4.0,1,300,1140,21,40.0,Bus Station
5523,SE Steele & 36th Pl,1,0.5,1,540,1020,12,40.0,Bus Station
5521,SE Steele & 34th,0,3.0,1,300,1140,21,40.0,Bus Station
5521,SE Steele & 34th,1,0.0,1,540,1020,12,40.0,Bus Station
5518,SE Steele & 32nd,0,5.0,1,300,1140,21,40.0,Bus Station
5518,SE Steele & 32nd,1,2.0,1,540,1020,12,40.0,Bus Station
5516,SE Steele & 30th,0,11.0,1,300,1140,21,40.0,Bus Station
5516,SE Steele & 30th,1,5.0,1,540,1020,12,40.0,Bus Station
5517,SE Steele & 28th,0,9.0,1,300,1140,21,40.0,Bus Station
5517,SE Steele & 28th,1,6.0,1,540,1020,12,40.0,Bus Station
7289,SE 28th & Raymond,0,17.0,1,300,1140,21,40.0,Bus Station
7289,SE 28th & Raymond,1,5.0,1,540,1020,12,40.0,Bus Station
7282,SE 28th & Holgate,0,10.0,1,300,1140,21,40.0,Bus Station
7282,SE 28th & Holgate,1,3.0,1,540,1020,12,40.0,Bus Station
7277,SE 28th & Gladstone,0,10.0,1,300,1140,21,40.0,Bus Station
7277,SE 28th & Gladstone,1,3.0,1,540,1020,12,40.0,Bus Station
1990,SE Gladstone & 26th,0,5.0,1,300,1140,21,40.0,Bus Station
1990,SE Gladstone & 26th,1,1.5,1,540,1020,12,40.0,Bus Station
7231,SE 26th & Rhone,0,5.0,1,300,1140,21,40.0,Bus Station
7231,SE 26th & Rhone,1,1.5,1,540,1020,12,40.0,Bus Station
7227,SE 26th & Powell,0,10.0,1,300,1140,21,40.0,Bus Station
7227,SE 26th & Powell,1,1.0,1,540,1020,12,40.0,Bus Station
7232,SE 26th & Tibbetts,0,3.0,1,300,1140,21,40.0,Bus Station
7232,SE 26th & Tibbetts,1,0.5,1,540,1020,12,40.0,Bus Station
7234,SE 26th & Woodward,0,2.0,1,300,1140,21,40.0,Bus Station
7234,SE 26th & Woodward,1,1.0,1,540,1080,12,45.0,Bus Station
14197,SE 26th & Division,0,5.0,1,300,1140,21,40.0,Bus Station
14197,SE 26th & Division,1,2.5,1,540,1080,12,45.0,Bus Station
1496,SE Division & 8th,0,2.0,1,300,1140,21,40.0,Bus Station
1496,SE Division & 8th,1,0.0,1,540,1080,12,45.0,Bus Station
7860,SE 7th & Harrison,0,6.0,1,300,1140,21,40.0,Bus Station
7860,SE 7th & Harrison,1,2.0,1,540,1080,12,45.0,Bus Station
7856,SE 7th & Clay,0,2.0,1,300,1140,21,40.0,Bus Station
7856,SE 7th & Clay,1,0.5,1,540,1080,12,45.0,Bus Station
3633,SE Madison & Grand,0,71.0,2,0,1380,94,14.680851063829786,Bus Station
3633,SE Madison & Grand,1,32.0,2,0,1380,76,18.157894736842106,Bus Station
13169,SW Main & 6th,0,197.0,3,0,1380,94,14.680851063829786,Bus Station
13169,SW Main & 6th,1,148.0,2,0,1380,76,18.157894736842106,Bus Station
14215,N Richmond & Princeton,0,10.0,1,360,1140,8,97.5,Bus Station
10177,N Ivanhoe & Leavitt,0,7.0,2,360,1260,23,39.130434782608695,Bus Station
10177,N Ivanhoe & Leavitt,1,4.5,1,360,1260,15,60.0,Bus Station
3008,N Ivanhoe & Baltimore,0,8.0,2,360,1260,23,39.130434782608695,Bus Station
3008,N Ivanhoe & Baltimore,1,2.5,1,360,1260,15,60.0,Bus Station
11934,N Ivanhoe & New York,0,0.0,1,360,1140,8,97.5,Bus Station
11824,N Macrum & Powers,0,3.0,1,360,1140,8,97.5,Bus Station
11825,N Columbia Blvd & Oregonian,0,1.0,1,360,1140,8,97.5,Bus Station
11826,N Columbia Blvd & Bank,0,0.0,1,360,1140,8,97.5,Bus Station
11827,N Columbia Blvd & Upland Dr,0,0.0,1,360,1140,8,97.5,Bus Station
11828,N Columbia Blvd & Swift,0,0.0,1,360,1140,8,97.5,Bus Station
11850,9500 Block N Columbia Blvd,0,0.0,1,360,1140,8,97.5,Bus Station
13526,N Columbia Blvd & Lombard,0,0.0,1,360,1140,8,97.5,Bus Station
3540,13200 Block N Columbia,0,2.0,1,360,1140,8,97.5,Bus Station
9308,N Columbia & Ramsey,0,1.0,1,360,1140,8,97.5,Bus Station
9434,14500 Block N Columbia,0,1.0,1,360,1140,8,97.5,Bus Station
10163,N Columbia & Terminal 5 Access Rd,0,1.0,1,360,1140,8,97.5,Bus Station
9197,N Columbia & Simmons,0,5.0,1,360,1140,8,97.5,Bus Station
9439,N Marine & Leadbetter,0,0.0,1,360,1140,8,97.5,Bus Station
13520,N Leadbetter & Bybee Lake Ct,0,13.0,1,360,1140,8,97.5,Bus Station
9334,N Marine & Leadbetter,0,5.0,1,360,1140,8,97.5,Bus Station
9440,N Marine & Bybee Lake Road,0,0.0,1,360,1140,8,97.5,Bus Station
9441,6100 Block N Marine,0,0.0,1,360,1140,8,97.5,Bus Station
9199,5900 Block N Marine,0,0.0,1,360,1140,8,97.5,Bus Station
9200,5700 Block N Marine,0,0.0,1,360,1140,8,97.5,Bus Station
9442,5300 Block N Marine,0,0.0,1,360,1140,8,97.5,Bus Station
12465,N Marine & Portland Rd,0,0.0,1,360,1140,8,97.5,Bus Station
10477,2600 Block N Marine,0,0.0,1,360,1140,8,97.5,Bus Station
11829,N Marine & Pier 99 St,0,1.0,3,60,1140,10,108.0,Bus Station
11829,N Marine & Pier 99 St,1,0.0,2,60,60,2,0.0,Bus Station
9478,1000 Block N Marine,0,0.0,1,360,1140,8,97.5,Bus Station
9444,N Marine & Gantenbein,0,0.0,1,360,1140,8,97.5,Bus Station
13818,10400 Block NE 6th Dr,0,0.0,1,360,1140,8,97.5,Bus Station
9477,NE Middlefield Rd & N Vancouver Way,0,18.0,1,300,1080,9,86.66666666666667,Bus Station
9451,NE Middlefield & 6th Drive,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
9453,NE 6th Drive & Faloma,0,2.0,1,300,1080,9,86.66666666666667,Bus Station
9454,N Marine & Gantenbein,0,2.0,1,300,1080,9,86.66666666666667,Bus Station
9455,N Marine & Anchor,0,3.0,1,300,1080,9,86.66666666666667,Bus Station
11832,N Marine & Pier 99 St,0,29.0,1,300,1080,9,86.66666666666667,Bus Station
11006,N Marine & Portland Rd,0,1.0,1,300,1080,9,86.66666666666667,Bus Station
9202,5300 Block N Marine,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
9203,5700 Block N Marine,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
9204,5900 Block N Marine,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
9457,6100 Block N Marine,0,1.0,1,300,1080,9,86.66666666666667,Bus Station
9458,N Marine & Bybee Lake Road,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
14126,N Leadbetter & Marine,0,2.0,1,300,1080,9,86.66666666666667,Bus Station
14127,N Leadbetter & Bybee Lake Ct,0,7.0,1,300,1080,9,86.66666666666667,Bus Station
9459,N Marine & Pacific Gateway Blvd,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
9206,N Columbia & Simmons,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
10162,N Columbia & Terminal 5 Access Rd,0,3.0,1,300,1080,9,86.66666666666667,Bus Station
9460,14500 Block N Columbia,0,2.0,1,300,1080,9,86.66666666666667,Bus Station
9309,N Columbia & Ramsey,0,2.0,1,300,1080,9,86.66666666666667,Bus Station
3541,13200 Block N Columbia,0,2.0,1,300,1080,9,86.66666666666667,Bus Station
13527,N Columbia & Lombard,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
11849,9500 Block N Columbia Blvd,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
11838,N Columbia Blvd & Hendricks,0,1.0,1,300,1080,9,86.66666666666667,Bus Station
11833,N Columbia Blvd & Upland Dr,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
11834,N Columbia Blvd & Bank,0,0.0,1,300,1080,9,86.66666666666667,Bus Station
