usage,pred
4,51.532100104188295
2,40.408210419432734
3,51.532100104188295
1,40.408210419432734
10,51.532100104188295
5,40.408210419432734
2,29.139586436093502
9,29.139586436093502
3,20.681984997697697
8,29.139586436093502
3,20.681984997697697
18,29.139586436093502
7,20.681984997697697
34,29.139586436093502
18,20.681984997697697
76,29.139586436093502
31,20.681984997697697
68,29.139586436093502
34,20.681984997697697
6,29.139586436093502
5,20.681984997697697
9,29.139586436093502
8,20.681984997697697
10,29.139586436093502
8,20.681984997697697
7,29.139586436093502
7,20.681984997697697
15,29.139586436093502
13,20.681984997697697
25,39.65371820838607
17,20.681984997697697
31,39.65371820838607
10,20.681984997697697
4,39.65371820838607
3,20.681984997697697
5,39.65371820838607
4,20.681984997697697
9,39.65371820838607
11,20.681984997697697
19,47.68337880961122
14,20.681984997697697
3,47.68337880961122
1,20.681984997697697
2,38.67771859597227
1,20.681984997697697
109,112.89393102801206
68,74.38368131529563
146,140.8998480494526
118,93.64907995664527
112,140.8998480494526
82,93.64907995664527
123,29.589934148590963
128,21.10670089737984
17,59.95753059501319
18,35.38654678971245
46,98.09668402321698
37,77.87900773354825
49,98.09668402321698
39,77.87900773354825
79,78.28408061260232
59,61.4358140040197
10,39.65371820838607
8,21.10670089737984
8,39.65371820838607
5,21.10670089737984
4,39.65371820838607
2,21.10670089737984
52,39.65371820838607
28,21.10670089737984
40,39.65371820838607
32,21.10670089737984
22,39.65371820838607
13,21.10670089737984
19,39.65371820838607
7,21.10670089737984
108,39.65371820838607
22,21.10670089737984
33,39.65371820838607
13,21.10670089737984
121,29.589934148590963
85,21.10670089737984
37,29.589934148590963
28,21.10670089737984
20,29.589934148590963
14,21.10670089737984
13,29.589934148590963
6,21.10670089737984
64,29.589934148590963
42,21.10670089737984
86,29.589934148590963
56,21.10670089737984
51,29.589934148590963
38,21.10670089737984
18,29.589934148590963
8,21.10670089737984
12,29.589934148590963
10,21.10670089737984
15,29.589934148590963
12,21.10670089737984
2,29.589934148590963
1,21.10670089737984
9,29.589934148590963
9,21.10670089737984
16,51.85399286387469
11,40.70903126985441
16,51.85399286387469
13,40.70903126985441
24,51.85399286387469
14,40.70903126985441
41,51.85399286387469
24,40.70903126985441
19,51.85399286387469
13,40.70903126985441
9,29.589934148590963
6,21.10670089737984
8,29.589934148590963
5,21.10670089737984
45,29.589934148590963
38,21.10670089737984
7,29.589934148590963
6,21.10670089737984
7,29.589934148590963
6,21.10670089737984
33,72.87682334700406
27,56.67839961358795
317,72.87682334700406
249,56.67839961358795
22,72.87682334700406
15,56.67839961358795
49,29.589934148590963
27,21.10670089737984
12,29.589934148590963
7,21.10670089737984
18,29.589934148590963
9,21.10670089737984
23,29.589934148590963
7,21.10670089737984
33,29.589934148590963
24,21.10670089737984
20,29.589934148590963
16,21.10670089737984
187,29.589934148590963
86,21.10670089737984
41,29.589934148590963
20,21.10670089737984
25,29.589934148590963
20,21.10670089737984
17,29.589934148590963
17,21.10670089737984
28,29.589934148590963
20,21.10670089737984
67,29.589934148590963
58,21.10670089737984
38,29.589934148590963
33,21.10670089737984
24,29.589934148590963
10,21.10670089737984
153,66.65028035959308
116,52.64306310558146
36,66.65028035959308
24,52.64306310558146
94,66.65028035959308
66,52.64306310558146
52,66.65028035959308
24,52.64306310558146
29,46.180385890307114
16,35.38654678971245
21,46.180385890307114
13,35.38654678971245
25,46.180385890307114
13,35.38654678971245
40,46.180385890307114
20,35.38654678971245
341,338.1170543331673
166,184.91245205292515
52,282.27583698367
32,155.6772698959545
239,394.3320792799829
135,245.63076163052224
70,147.16680497285157
39,44.7007465142201
77,97.79578655717039
39,35.145054740966906
148,190.12747734421563
43,35.145054740966906
148,62.73646582583107
80,35.145054740966906
391,96.7686156523975
152,72.01382053137867
26,96.7686156523975
23,72.01382053137867
135,40.60308005275648
85,25.88464131502016
63,83.57081240498842
44,61.361423137523815
102,83.57081240498842
72,61.361423137523815
114,83.57081240498842
97,61.361423137523815
215,83.57081240498842
150,61.361423137523815
22,83.57081240498842
16,61.361423137523815
222,83.57081240498842
155,61.361423137523815
119,40.60308005275648
79,25.88464131502016
155,40.60308005275648
121,25.88464131502016
23,40.60308005275648
14,25.88464131502016
23,40.60308005275648
15,25.88464131502016
29,40.60308005275648
17,25.88464131502016
27,40.60308005275648
16,25.88464131502016
12,40.60308005275648
9,25.88464131502016
47,40.60308005275648
36,25.88464131502016
25,40.60308005275648
19,25.88464131502016
26,40.60308005275648
19,25.88464131502016
34,40.60308005275648
22,25.88464131502016
18,40.60308005275648
9,25.88464131502016
14,40.60308005275648
12,25.88464131502016
123,96.54020193249542
82,70.30203344020961
76,40.60308005275648
44,25.88464131502016
11,40.60308005275648
9,25.88464131502016
67,40.60308005275648
55,25.88464131502016
5,40.60308005275648
3,25.88464131502016
3,40.60308005275648
2,25.88464131502016
11,40.60308005275648
9,25.88464131502016
67,126.94781738247359
44,97.28523346616632
8,126.94781738247359
3,97.28523346616632
22,126.94781738247359
13,97.28523346616632
64,40.60308005275648
39,25.88464131502016
29,40.60308005275648
23,25.88464131502016
13,40.60308005275648
10,25.88464131502016
4,40.60308005275648
4,25.88464131502016
11,40.60308005275648
7,25.88464131502016
42,40.1316774920902
27,27.356291118759863
6,12.637324888059009
6,6.361510820206906
1,12.637324888059009
1,12.637324888059009
3,12.637324888059009
4,6.361510820206906
4,39.169099487129685
2,24.35245608103614
2,14.515484642066177
2,6.873281746699477
1,14.515484642066177
1,6.873281746699477
11,14.515484642066177
11,6.873281746699477
8,14.515484642066177
5,6.873281746699477
1,14.515484642066177
2,14.515484642066177
1,6.873281746699477
12,14.515484642066177
10,6.873281746699477
5,14.515484642066177
4,6.873281746699477
27,14.515484642066177
27,6.873281746699477
6,33.76570903738087
4,21.525787355154186
304,36.56741675191821
229,25.427722684265362
104,36.56741675191821
77,25.427722684265362
95,46.41909517963539
76,31.556989280573898
2,12.712459558814668
1,6.582551136670895
5,12.712459558814668
2,6.582551136670895
8,12.712459558814668
8,6.582551136670895
41,12.712459558814668
34,6.582551136670895
8,12.712459558814668
4,6.582551136670895
8,12.712459558814668
3,6.582551136670895
8,12.712459558814668
7,6.582551136670895
42,15.199110407568945
31,9.752956429959097
37,15.199110407568945
33,9.752956429959097
12,15.199110407568945
8,9.752956429959097
1,15.199110407568945
1,9.752956429959097
34,15.199110407568945
21,9.752956429959097
21,15.199110407568945
15,9.752956429959097
13,15.199110407568945
8,9.752956429959097
2,15.199110407568945
1,9.752956429959097
25,15.199110407568945
13,9.752956429959097
88,30.40963278375956
67,21.14581170996227
51,53.46053597015853
30,40.00079124560508
120,104.62410884943455
84,81.27536766371013
23,104.62410884943455
17,81.27536766371013
33,104.62410884943455
20,81.27536766371013
69,30.40963278375956
51,21.14581170996227
41,30.40963278375956
26,21.14581170996227
80,30.40963278375956
60,21.14581170996227
65,30.40963278375956
46,21.14581170996227
294,65.95203147356484
180,48.82125763290557
128,32.16456955098987
87,21.525787355154186
21,32.16456955098987
9,21.525787355154186
48,32.16456955098987
37,21.525787355154186
72,32.16456955098987
49,21.525787355154186
55,32.16456955098987
40,21.525787355154186
44,32.16456955098987
36,21.525787355154186
58,32.16456955098987
44,21.525787355154186
33,32.16456955098987
24,21.525787355154186
51,32.16456955098987
28,21.525787355154186
44,32.16456955098987
27,21.525787355154186
48,32.16456955098987
37,21.525787355154186
21,32.16456955098987
12,21.525787355154186
16,32.16456955098987
12,21.525787355154186
57,32.16456955098987
47,21.525787355154186
18,32.16456955098987
12,21.525787355154186
153,32.16456955098987
116,21.525787355154186
23,56.509289141330875
19,42.71073876367224
67,56.509289141330875
39,42.71073876367224
39,56.509289141330875
30,42.71073876367224
30,56.509289141330875
21,42.71073876367224
29,32.16456955098987
19,21.525787355154186
18,79.30695637395036
15,59.88702599835452
50,95.3661803703604
23,59.88702599835452
103,50.876190307176955
35,29.226789961362783
48,79.74373964955409
16,29.226789961362783
23,79.74373964955409
7,29.226789961362783
2,44.56737358194254
76,72.87682334700406
62,54.744301188366215
36,72.87682334700406
27,54.744301188366215
36,72.87682334700406
20,54.744301188366215
41,28.3843498841762
22,17.650429168559633
15,28.3843498841762
10,17.650429168559633
16,28.3843498841762
7,17.650429168559633
18,28.3843498841762
10,17.650429168559633
13,28.3843498841762
9,17.650429168559633
54,28.3843498841762
39,17.650429168559633
11,28.0907082905095
9,18.31345816057569
134,28.0907082905095
93,18.31345816057569
29,28.0907082905095
15,18.31345816057569
23,28.0907082905095
15,18.31345816057569
11,28.0907082905095
6,18.31345816057569
14,28.0907082905095
9,18.31345816057569
68,28.0907082905095
48,18.31345816057569
13,28.0907082905095
9,18.31345816057569
23,28.0907082905095
14,18.31345816057569
8,28.0907082905095
3,18.31345816057569
9,28.0907082905095
5,18.31345816057569
38,28.0907082905095
17,18.31345816057569
27,28.0907082905095
21,18.31345816057569
28,28.0907082905095
15,18.31345816057569
28,28.0907082905095
15,18.31345816057569
40,46.61915886949434
25,32.333219536589134
17,28.0907082905095
12,18.31345816057569
40,74.68033544284344
14,41.370551698694854
33,45.35711661682882
21,31.241282112631918
41,74.68033544284344
20,41.370551698694854
16,30.034078412232194
3,18.31345816057569
14,30.034078412232194
1,18.373797677529552
12,86.33784866441349
3,66.84973890099307
26,128.95234676820445
6,143.8247302911642
225,128.95234676820445
38,143.8247302911642
8,40.1316774920902
1,23.296955469502908
11,40.1316774920902
2,23.296955469502908
11,40.1316774920902
9,23.296955469502908
39,40.1316774920902
27,23.296955469502908
139,128.95234676820445
36,143.8247302911642
362,71.52219084254709
134,55.592551846385696
25,71.52219084254709
7,55.592551846385696
4,29.589934148590963
3,18.014719915915826
29,29.589934148590963
26,18.014719915915826
19,30.47209822653431
8,18.014719915915826
188,123.36844529128744
66,94.4178910881283
77,123.36844529128744
36,94.4178910881283
117,123.36844529128744
46,94.4178910881283
193,123.36844529128744
133,94.4178910881283
154,63.48717917201721
99,34.25456705234713
29,63.48717917201721
26,34.25456705234713
58,63.48717917201721
49,34.25456705234713
13,30.904074414649774
5,18.014719915915826
41,30.904074414649774
22,18.014719915915826
83,54.86619042595002
44,36.11583034216489
19,30.904074414649774
13,18.014719915915826
11,30.904074414649774
11,18.014719915915826
60,30.904074414649774
46,18.014719915915826
18,30.904074414649774
16,18.014719915915826
5,30.904074414649774
4,18.014719915915826
6,30.904074414649774
4,18.014719915915826
3,30.904074414649774
2,18.014719915915826
1,30.904074414649774
1,18.014719915915826
31,30.904074414649774
27,18.014719915915826
4,30.904074414649774
4,18.014719915915826
2,30.904074414649774
2,18.014719915915826
1,30.904074414649774
1,18.014719915915826
3,30.904074414649774
2,18.014719915915826
21,30.904074414649774
15,18.014719915915826
2,30.904074414649774
1,18.014719915915826
19,30.904074414649774
9,18.014719915915826
2,30.904074414649774
1,18.014719915915826
1,30.904074414649774
1,18.014719915915826
1,30.904074414649774
1,18.014719915915826
2,30.904074414649774
1,18.014719915915826
2,30.904074414649774
1,18.014719915915826
9,73.39886260833538
7,54.161859273020745
11,73.39886260833538
8,54.161859273020745
5,73.39886260833538
5,54.161859273020745
23,73.39886260833538
14,54.161859273020745
243,94.63514402658814
172,74.88076351369726
430,94.63514402658814
287,74.88076351369726
368,119.7198853681862
154,95.89145145402898
20,94.38684325783333
13,74.63349933791609
22,137.54977394269568
15,108.9812876855018
185,97.21927724431087
117,73.87622961952054
58,36.6425311044913
34,25.88464131502016
18,36.6425311044913
3,25.88464131502016
118,36.6425311044913
54,25.88464131502016
95,36.6425311044913
70,25.88464131502016
40,36.6425311044913
19,25.88464131502016
17,36.6425311044913
11,25.88464131502016
142,36.6425311044913
107,25.88464131502016
16,36.6425311044913
15,25.88464131502016
7,36.6425311044913
3,25.88464131502016
40,36.6425311044913
27,25.88464131502016
88,36.6425311044913
47,25.88464131502016
13,36.6425311044913
7,25.88464131502016
14,36.6425311044913
11,25.88464131502016
8,36.6425311044913
5,25.88464131502016
13,36.6425311044913
9,25.88464131502016
7,36.6425311044913
4,25.88464131502016
17,36.6425311044913
6,25.88464131502016
22,36.6425311044913
13,25.88464131502016
13,36.6425311044913
9,25.88464131502016
17,36.6425311044913
17,25.88464131502016
240,36.6425311044913
183,25.88464131502016
44,36.6425311044913
23,25.88464131502016
131,30.034078412232194
102,21.10670089737984
42,30.034078412232194
25,21.10670089737984
8,37.16198010310463
6,21.10670089737984
6,37.16198010310463
4,21.10670089737984
6,37.16198010310463
6,21.10670089737984
28,37.16198010310463
16,21.10670089737984
4,37.16198010310463
2,21.10670089737984
5,37.16198010310463
7,21.10670089737984
161,37.16198010310463
114,21.10670089737984
25,37.16198010310463
14,21.10670089737984
15,37.16198010310463
9,21.10670089737984
12,37.16198010310463
7,21.10670089737984
19,60.77651873254858
16,38.518750154416765
7,60.77651873254858
5,38.518750154416765
5,60.77651873254858
3,38.518750154416765
5,60.77651873254858
4,38.518750154416765
23,37.16198010310463
16,21.10670089737984
11,37.16198010310463
8,21.10670089737984
5,37.16198010310463
2,21.10670089737984
4,37.16198010310463
2,21.10670089737984
4,37.16198010310463
4,21.10670089737984
12,63.114118680322285
8,36.11583034216489
5,63.114118680322285
5,36.11583034216489
10,63.114118680322285
9,36.11583034216489
12,63.114118680322285
10,36.11583034216489
22,63.114118680322285
15,36.11583034216489
11,63.114118680322285
4,36.11583034216489
102,37.16198010310463
78,21.10670089737984
8,37.16198010310463
7,21.10670089737984
5,37.16198010310463
2,21.10670089737984
52,37.16198010310463
28,21.10670089737984
9,37.16198010310463
4,21.10670089737984
6,37.16198010310463
2,21.10670089737984
16,37.16198010310463
9,21.10670089737984
3,37.16198010310463
1,21.10670089737984
4,37.16198010310463
2,21.10670089737984
10,37.16198010310463
5,21.10670089737984
12,37.16198010310463
1,21.10670089737984
6,37.16198010310463
6,21.10670089737984
2,37.16198010310463
2,21.10670089737984
1,37.16198010310463
267,38.67771859597227
177,26.87239178175875
3,30.47209822653431
2,21.525787355154186
45,78.92369194239336
19,30.996558370798294
44,30.47209822653431
34,21.525787355154186
13,30.47209822653431
6,21.525787355154186
35,30.47209822653431
21,21.525787355154186
5,30.47209822653431
4,21.525787355154186
5,30.47209822653431
2,21.525787355154186
16,30.47209822653431
10,21.525787355154186
5,30.47209822653431
2,21.525787355154186
10,30.47209822653431
9,21.525787355154186
65,30.47209822653431
47,21.525787355154186
9,30.47209822653431
8,21.525787355154186
10,30.47209822653431
6,21.525787355154186
34,30.47209822653431
28,21.525787355154186
123,52.17193494572812
73,36.47310942474161
25,52.17193494572812
16,36.47310942474161
50,52.17193494572812
34,36.47310942474161
35,52.17193494572812
26,36.47310942474161
22,52.17193494572812
15,36.47310942474161
16,52.17193494572812
10,36.47310942474161
36,52.17193494572812
28,36.47310942474161
