log_usage,rf_pred
2.6731578436676964,2.4066859636764573
2.3542068187277834,2.184616506199235
2.1222621147238705,2.5123592203262417
3.21095417649356,2.5123592203262417
3.0363716900773086,2.560363575218738
2.949493296050978,2.560363575218738
2.691009647222699,2.560363575218738
2.9291740719234185,2.5123592203262417
2.458590333498806,2.5123592203262417
2.4137646628473868,2.293619174439672
2.5629633377440686,2.5123592203262417
2.22279875187327,2.5719266189833223
2.466009291294703,2.5719266189833223
2.732107791116755,2.683588744678693
3.447681759722213,2.606966974624687
2.2482340423657554,2.0854126669183257
2.100358110679189,1.9817766861347332
1.243387693759478,1.9817766861347332
2.533144740182262,1.9348342260194238
2.260580012205845,2.282456257107902
2.627349586982834,2.273094236422207
2.981760556719585,2.271764253544459
2.3105297380093246,2.5719266189833223
2.647070185511815,2.683588744678693
1.9418826062684433,2.0532163933033063
2.903011856595316,2.5123592203262417
2.7913807235803203,2.1220465702626625
2.780679812317391,2.1220465702626625
1.903757987138862,2.5123592203262417
1.4109740649886906,2.5123592203262417
1.8458333099797253,2.2704759167056894
0.8875853921973151,1.6476796219942644
2.268679452552214,2.3272882012509455
2.3363712180938934,2.2220882361028176
1.7136662249765504,1.714494597158048
1.2632579818181042,1.6074363387080348
1.7112533284602032,1.9995530418916032
2.192912429104595,2.219998890696382
2.9824156803931743,2.464381599992137
2.256491268410655,1.8662760074294271
1.8782497966326566,1.8662760074294271
1.4031727711748496,1.8091833935710546
1.3413963058328737,1.1838290717075948
0.7163441945888104,1.1838290717075948
1.0151713124675854,1.3671283086608235
2.4820325268451215,2.2331024665650863
1.7533435260078427,1.7723595349172927
1.1570454176090086,1.9039898880544075
1.2872531868275054,1.7732268544026892
2.694108584969285,2.0825075333106304
2.3620724547436693,2.369030027216223
2.156771222009219,2.369030027216223
2.011890976662505,2.0825075333106304
1.3457068136585526,0.4114869871931674
1.4031727711748496,0.3723396344469505
2.1627411951578845,0.753058818032374
0.37199801321978104,0.44400119985737
0.0731708953410061,0.44400119985737
-1.1330131893722444,-0.013340850962894342
0.9050055906383541,0.8388248216007461
-0.6923119663520462,-0.9122029776288837
-0.5094044328206152,-1.001629538226869
-0.9501056558408132,-0.668802980194559
-0.9501056558408132,-0.668802980194559
0.33096458482977303,-0.377125749187445
1.253400459260177,1.0100463207532757
0.4105429943276272,0.4714969450607239
1.5977466406292067,1.7305593954606742
1.4070853833313894,1.0240472354229755
2.085771919020783,1.731575030203971
0.8696744199233668,0.9726320196917477
1.4109740649886906,1.3146766235590368
0.9465757834916193,0.9726320196917477
1.3457068136585526,1.3146766235590368
0.9219611946349239,1.3146766235590368
1.2919454403680235,1.3146766235590368
1.022355541098466,0.9726320196917477
0.9702728419684924,1.3146766235590368
1.5177827825175676,1.3254101950458426
1.718464719217285,1.3254101950458426
1.1152408581736344,1.3254101950458426
1.2632579818181042,1.3254101950458426
2.2249576587658395,1.3146766235590368
1.3193941979696426,1.3146766235590368
2.0803837726295007,1.3146766235590368
1.7232272693435304,1.3146766235590368
1.3370563745178705,0.9726320196917477
1.1685015378021424,0.9726320196917477
1.354241136011592,0.7942436490834608
0.9545733413814022,2.36026346099113
0.7821750961943081,1.35384520765194
1.4109740649886906,1.422943246787535
1.0151713124675854,1.4475130841532324
0.6027324075809539,0.6022754562447173
1.8669964503111072,1.192272233166478
2.3372749815281795,0.6156830529838221
1.3282866152175135,-0.11480854289019263
-0.5943033542786503,-0.01882080709704098
-0.15360213125845235,0.4387704539602234
0.6557462235026269,0.4387704539602234
0.3094100640803907,-0.01882080709704098
1.823941406644042,0.4387704539602234
-0.36753032767919225,0.4387704539602234
-0.36753032767919225,0.4387704539602234
-0.15360213125845235,0.4387704539602234
-0.4345182768632791,-0.01882080709704098
2.3851018423579218,0.5379431402642489
1.20168110758402,1.7114135660465515
-0.9501056558408132,0.4387704539602234
-0.5094044328206152,0.4387704539602234
-0.8082315506993902,-0.004026666682723212
0.006182946156919084,0.4387704539602234
-0.5943033542786503,-0.01882080709704098
-0.06870320980041714,0.4387704539602234
-0.10973663819042517,-0.01882080709704098
0.7925134942086376,-0.01882080709704098
-0.25161074333184813,0.4387704539602234
-0.06870320980041714,-0.01882080709704098
-0.15360213125845235,-0.01882080709704098
0.33096458482977303,0.4387704539602234
-0.6923119663520462,0.1421669327866476
-0.9501056558408132,1.169469322212923
-1.1330131893722444,-0.01882080709704098
1.7777575975380686,1.0088702683315909
1.4109740649886906,1.354605425416965
0.446884169177117,0.36021649217364177
0.9384763431452503,1.2976970694670056
